temperatura_cabeza_F_diff,temperatura_cabeza_F,dosis_IC_ppm_diff,dosis_IC_ppm,agua_BAPD,mpy
9.0,104.0,-21.91234245,0.0,709.069165,5.555223185
-9.0,95.0,38.23626066,38.23626066,1249.71984,2.424854734
27.0,122.0,-38.23626066,0.0,666.56824,2.337809903
-20.9883093,101.0116907,30.0,30.0,0.0,5.082164013
-7.8116907,93.2,90.0,120.0,1040.74638,7.139232661
9.892822600000002,103.0928226,-120.0,0.0,578.750926,1.909035581
-8.092822600000005,95.0,106.7579278,106.7579278,1089.704946,5.92642101
12.599999999999994,107.6,-106.7579278,0.0,200.824352,1.177053649
-11.088983569999996,96.51101643,50.0,50.0,553.274178,14.99294891
11.088983569999996,107.6,-50.0,0.0,957.2976,1.003075747
-3.930090799999988,103.6699092,23.07209119,23.07209119,507.9243,0.873615166
-6.869909200000009,96.8,-23.07209119,0.0,1110.37712,7.281718913
18.0,114.8,111.4055993,111.4055993,1098.981,15.5792532
-9.0,105.8,-86.66169334,24.74390596,1167.9228,1.24747999
-10.799999999999995,95.0,12.081784990000004,36.82569095,1926.2240962000003,0.79
12.599999999999994,107.6,-2.6253425300000046,34.20034842,954.70936,0.602167033
-11.479079379999988,96.12092062,-10.090774649999997,24.10957377,238.3125,0.283713264
-1.1209206200000068,95.0,11.66285462,35.77242839,1031.94,14.81480529
0.0,95.0,-32.582267314,3.190161076,46.22594465,0.19
12.599999999999994,107.6,34.989427424,38.1795885,811.27396,9.595523104
-3.605854799999989,103.9941452,-4.10072838,34.07886012,1700.36482,11.0771961
-8.814145199999999,95.18,13.58032256,47.65918268,701.45,6.39
8.819999999999993,104.0,52.34081732,100.0,1605.681,15.34013231
0.0,104.0,-100.0,0.0,500.98035,6.479258316
-9.0,95.0,103.1028147,103.1028147,732.6894062,7.586833455
2.0240915899999976,97.02409159,-103.1028147,0.0,690.26424,1.570806436
14.175908410000003,111.2,80.0,80.0,1267.7665,1.147507726
-10.799999999999995,100.4,-80.0,0.0,467.39165,3.615146094
3.5999999999999943,104.0,30.55752663,30.55752663,844.2168,5.122057214
-9.0,95.0,-0.6460443000000033,29.91148233,967.2049926,7.702
12.599999999999994,107.6,-6.655832989999997,23.25564934,631.81042,2.263719787
-5.7274362,101.8725638,21.74435066,45.0,787.20625,1.043130887
5.7274362,107.6,76.7168154,121.7168154,1294.16852,0.592009668
-3.5999999999999943,104.0,-104.30172403,17.41509137,648.62231,2.658914493
7.200000000000003,111.2,-17.41509137,0.0,446.4507138,15.12174941
-16.200000000000003,95.0,35.15995099,35.15995099,658.93035,9.98
